Wall time,Step,Value
1539687195.7167091,26,1.9035362005233765
1539687225.5201378,389,1.416152000427246
1539687226.8542857,405,1.441590666770935
1539687231.5144415,461,1.1159794330596924
1539687232.8475647,477,1.5067596435546875
1539687234.0439565,491,1.1969863176345825
1539687235.4878154,507,1.2447583675384521
1539687236.1638718,515,1.081398844718933
1539687237.1755722,527,1.110644817352295
1539687238.9813917,548,1.1863248348236084
1539687249.7289584,675,1.0731604099273682
1539687258.0872087,774,0.9857150912284851
1539687289.1330519,844,1.30381178855896
1539687289.3928146,847,1.2427477836608887
1539687299.877173,972,1.3240679502487183
1539687307.954346,1069,1.1581932306289673
1539687320.391361,1217,1.2575087547302246
1539687333.3560412,1370,0.9254854917526245
1539687345.2039354,1510,0.884453535079956
1539687386.8850167,1707,0.9767448902130127
1539687393.9208722,1790,0.826583743095398
1539687396.0318096,1815,0.39107784628868103
1539687399.4750626,1856,0.8307512998580933
1539687405.919615,1932,0.44144800305366516
1539687412.8450062,2014,0.8285282254219055
1539687416.2398133,2054,0.7910402417182922
1539687417.9185896,2074,0.6248465776443481
1539687418.1638727,2077,0.5492685437202454
1539687421.07465,2111,0.48683977127075195
1539687427.0206072,2182,0.6579436659812927
1539687429.173927,2207,0.45436859130859375
1539687430.5435605,2223,0.8758319616317749
1539687436.4745615,2293,0.7331117987632751
1539687469.4535847,2388,0.5608533620834351
1539687471.3916993,2411,0.4351208806037903
1539687471.6420205,2414,0.8106465935707092
1539687472.841817,2428,0.37477508187294006
1539687482.782416,2546,0.10944262146949768
1539687491.6588526,2650,0.42020517587661743
1539687492.89605,2665,0.21658876538276672
1539687498.3567407,2731,0.6862441301345825
1539687503.8742352,2797,0.45361483097076416
1539687517.3839216,2958,0.3585453927516937
1539687528.357758,3089,0.22243331372737885
1539687559.3023784,3162,0.5096975564956665
1539687579.512091,3402,0.22041961550712585
1539687581.5648232,3426,0.3823555111885071
1539687590.0593696,3526,0.6235949993133545
1539687591.7647927,3546,0.42482686042785645
1539687605.461844,3709,0.5631248354911804
1539687607.955211,3739,0.4397422671318054
1539687655.1225088,4003,0.6932238340377808
1539687664.5697637,4116,0.26595714688301086
1539687664.6529338,4117,0.255845844745636
1539687668.8027563,4165,0.30237632989883423
1539687670.2516932,4182,0.4138253331184387
1539687674.1419692,4229,0.07235053181648254
1539687676.751441,4260,0.42516714334487915
1539687678.585543,4282,0.3095848858356476
1539687680.1590223,4301,0.2472015917301178
1539687688.472083,4400,0.20932124555110931
1539687707.1290016,4623,0.14188361167907715
1539687740.275897,4721,0.07739129662513733
1539687740.3643167,4722,0.5674296617507935
1539687747.07488,4802,0.18844197690486908
1539687751.02256,4849,0.5283567309379578
1539687763.1837752,4993,0.16183914244174957
1539687764.4467828,5008,0.1041685938835144
1539687765.8935926,5025,0.17102263867855072
1539687782.9391894,5228,0.04259250685572624
1539687783.1049442,5230,0.14073675870895386
1539687790.7654848,5321,0.31315726041793823
1539687797.795432,5405,0.21476617455482483
1539687798.2111387,5410,0.48162245750427246
1539687799.5541418,5426,0.15582869946956635
1539687802.0109613,5455,0.2397013008594513
1539687831.5968058,5511,0.3928845524787903
1539687837.9296587,5585,0.15544021129608154
1539687841.4446664,5626,0.21988599002361298
1539687843.9685402,5656,0.2109406590461731
1539687854.3109818,5781,0.32711338996887207
1539687855.5056143,5795,0.46156951785087585
1539687856.1943767,5803,0.29668670892715454
1539687856.8661458,5811,0.31107988953590393
1539687864.4180932,5899,0.11116213351488113
1539687879.3751621,6076,0.15944351255893707
1539687884.1224,6132,0.23545865714550018
1539687884.611279,6138,0.21460653841495514
1539687922.3198698,6287,0.029897578060626984
1539687941.8245773,6517,0.15032018721103668
1539687946.6028626,6574,0.2527979016304016
1539687951.9680982,6637,0.07775898277759552
1539687960.9340405,6744,0.25506311655044556
1539687968.088276,6829,0.05084408074617386
1539687975.1018193,6912,0.15642377734184265
1539687975.3414714,6915,0.04900660365819931
1539688015.5383692,7096,0.11505541205406189
1539688020.4302704,7154,0.03104071132838726
1539688024.750174,7205,0.07362145185470581
1539688066.9254873,7702,0.09680797159671783
1539688068.7158234,7723,0.1864197552204132
1539688101.2240982,7811,0.14183510839939117
1539688105.796357,7866,0.050317782908678055
1539688108.0650725,7893,0.057905204594135284
1539688117.0630493,8000,0.10827039182186127
1539688118.6899302,8019,0.19473356008529663
1539688121.0903275,8047,0.06662753969430923
1539688148.6980498,8372,0.025676367804408073
1539688150.2331207,8390,0.1669849008321762
1539688152.586515,8418,0.13059964776039124
1539688161.6038392,8524,0.13533851504325867
1539688161.6916306,8525,0.12350111454725266
1539688195.1727698,8625,0.07929950207471848
1539688209.0419123,8789,0.12293357402086258
1539688211.5149667,8817,0.08884013444185257
1539688221.9624794,8941,0.303726464509964
1539688224.6660926,8973,0.17917592823505402
1539688232.7968192,9070,0.2320781946182251
1539688240.3886523,9160,0.1226295456290245
1539688243.6540177,9199,0.04349313676357269
1539688245.6711445,9223,0.13768048584461212
1539688247.4637244,9244,0.10298866033554077
1539688284.514375,9386,0.06398729234933853
1539688290.9943976,9463,0.12297143042087555
1539688302.1074026,9597,0.05552562326192856
1539688305.6426044,9639,0.12326382100582123
1539688310.1003177,9693,0.014368310570716858
1539688316.0347028,9763,0.11528442054986954
1539688317.4752884,9780,0.025404317304491997
1539688320.8846989,9821,0.11655326932668686
1539688326.0466733,9882,0.05327282100915909
1539688330.2293985,9932,0.054883264005184174
1539688340.372308,10054,0.12650546431541443
1539688341.846018,10072,0.1598348319530487
1539688342.271969,10077,0.11843326687812805
1539688391.9248118,10372,0.03015553578734398
1539688401.8517845,10489,0.0879652351140976
1539688405.3398588,10530,0.056576382368803024
1539688414.7439408,10641,0.08169407397508621
1539688416.5691013,10663,0.11672299355268478
1539688416.8358455,10666,0.06562935560941696
1539688419.5389988,10698,0.07386540621519089
1539688469.8394089,10996,0.012746521271765232
1539688471.5225055,11016,0.01763514243066311
1539688472.8518085,11032,0.018280668184161186
1539688513.038752,11507,0.05024506151676178
1539688516.819913,11552,0.08248306065797806
1539688521.8350768,11612,0.14958277344703674
1539688523.362659,11630,0.059611186385154724
1539688558.7496862,11755,0.1676739603281021
1539688559.5773742,11765,0.026923252269625664
1539688572.802404,11922,0.05084029585123062
1539688580.4579363,12013,0.21160836517810822
1539688583.3860865,12048,0.0347214937210083
1539688596.5045846,12203,0.10545670241117477
1539688602.2373624,12271,0.051069896668195724
1539688609.881322,12362,0.05127027630805969
1539688661.7326877,12684,0.042083192616701126
1539688669.6598372,12779,0.07273518294095993
1539688678.747774,12887,0.004839451517909765
1539688690.5998254,13028,0.029749102890491486
1539688704.247182,13190,0.04724229872226715
1539688704.9492455,13198,0.16288261115550995
1539688748.819994,13420,0.032628607004880905
1539688749.7533197,13431,0.22405102849006653
1539688749.837548,13432,0.00170293846167624
1539688755.1075575,13494,0.013895895332098007
1539688762.8111262,13585,0.010164141654968262
1539688763.8207276,13597,0.028257276862859726
1539688765.8491614,13621,0.12428253889083862
1539688767.5236516,13641,0.0209088996052742
1539688769.707889,13667,0.12010034918785095
1539688776.215359,13743,0.1054619625210762
1539688793.8714063,13953,0.020546339452266693
1539688795.917934,13977,0.16488684713840485
